id,genre
TRAAXPY128F147BE9E,ROCK_HARD
TRAAXTL128F4222D39,COUNTRY_TRADITIONAL
TRAAXUD128F4259FAA,ROCK_COLLEGE
TRAAXVV128F426FAA7,ROCK_CONTEMPORARY
TRAAYCQ128F425EE32,POP_INDIE
TRAAYDT128F9346EFF,ROCK_CONTEMPORARY
TRAAYPN128F9340DDF,ROCK_CONTEMPORARY
TRAAYXE128F4289CA7,ROCK_HARD
TRAAZJC12903CBB2F0,HIP_HOP_RAP
TRAAZKA128F4261CE1,METAL_ALTERNATIVE
TRAAZPQ128F4276442,PUNK
TRAAZQS12903CA1957,ROCK_CONTEMPORARY
TRABAKG128F4262750,ROCK_HARD
TRABARB128F147EEEC,ROCK_HARD
TRABAWW128F4250A31,POP_INDIE
TRABBFC128F42424F0,ROCK_CONTEMPORARY
TRABBHI128F426260D,ROCK_HARD
TRABBJE128F92D6631,ROCK_HARD
TRABBUM128EF34C0FF,COUNTRY_TRADITIONAL
TRABCIX128F4265903,COUNTRY_TRADITIONAL
TRABCKB128F424D673,METAL_ALTERNATIVE
TRABCLG128F4276D1F,ROCK_CONTEMPORARY
TRABCQH128F931525A,COUNTRY_TRADITIONAL
TRABCRB128F145AF8A,BLUES_CONTEMPORARY
TRABCWK128F42BBC0B,DANCE
TRABCYC128F933210A,ROCK_HARD
TRABEIG128F1470B4B,BLUES_CONTEMPORARY
TRABEIU128F4266CC2,ROCK_CONTEMPORARY
TRABEJF128F930EAD8,ROCK_HARD
TRABEPC128F93009D2,POP_CONTEMPORARY
TRABERS128F4247FE1,ROCK_CONTEMPORARY
TRABFDT12903CADD73,ROCK_CONTEMPORARY
TRABFIR128EF35B445,ROCK_HARD
TRABFUO128F932B141,COUNTRY_TRADITIONAL
TRABGGZ12903CB5335,ROCK_CONTEMPORARY
TRABGID12903CDE073,BLUES_CONTEMPORARY
TRABGLE128E0789D13,DANCE
TRABGLR12903CEEFEA,ROCK_HARD
TRABGQI128F4233A2C,DANCE
TRABGXV12903CC09F9,PUNK
TRABHAT128F1464F13,ROCK_CONTEMPORARY
TRABHBA128F425CEC5,METAL_ALTERNATIVE
TRABHEZ128F423DE39,METAL_ALTERNATIVE
TRABHFZ128F145F254,DANCE
TRABHIM12903CDB209,ROCK_CONTEMPORARY
TRABHMZ128F4273B6E,HIP_HOP_RAP
TRABHQL128F147E426,POP_INDIE
TRABHTZ128F4281913,BLUES_CONTEMPORARY
TRABHVL128F92EFB0E,ROCK_HARD
TRABHYO128F9307B76,ROCK_CONTEMPORARY
TRABIAS128F426351C,METAL_ALTERNATIVE
TRABIQP128F427D0DD,BLUES_CONTEMPORARY
TRABIVW12903CFC962,JAZZ_CLASSIC
TRABJFO128F933DD61,ROCK_CONTEMPORARY
TRABJHO128F930B0EE,POP_INDIE
TRABJQF12903CE85D6,POP_INDIE
TRABJRU128F933770A,BLUES_CONTEMPORARY
TRABKNC128F14A284A,ROCK_HARD
TRABKOG128F427C466,POP_INDIE
TRABKUJ128F4292445,COUNTRY_TRADITIONAL
TRABLCE128F9350C11,COUNTRY_TRADITIONAL
TRABLIM12903CCED5D,BLUES_CONTEMPORARY
TRABLIW128F421E981,ROCK_HARD
TRABLMS12903CE7571,METAL_ALTERNATIVE
TRABLOG128F933A4C1,ROCK_CONTEMPORARY
TRABLRU128F421AC5F,ROCK_CONTEMPORARY
TRABLSA128F4277BD6,ROCK_HARD
TRABLUF128F4233EB1,DANCE
TRABMBG128F429E9F1,COUNTRY_TRADITIONAL
TRABMBK12903CB8E0A,ELECTRONICA
TRABMDW128F14682DD,POP_INDIE
TRABMEM12903CB1A75,ROCK_CONTEMPORARY
TRABMIC128F9314139,POP_INDIE
TRABMKR128F92CC02B,BLUES_CONTEMPORARY
TRABMQH128F42328EA,ROCK_NEO_PSYCHEDELIA
TRABMSR128F428E581,BLUES_CONTEMPORARY
TRABMTL128F92C3A05,ROCK_HARD
TRABMYD128F428BD38,COUNTRY_TRADITIONAL
TRABMZZ128F4249C60,ROCK_HARD
TRABNIP12903CB604F,ROCK_CONTEMPORARY
TRABNOI12903CD99A0,ROCK_CONTEMPORARY
TRABNRG128F425E087,BLUES_CONTEMPORARY
TRABNTU128F931392F,METAL_ALTERNATIVE
TRABOAK128F93363BE,ROCK_CONTEMPORARY
TRABOEC128F4268D43,ROCK_HARD
TRABOFJ128F146A81F,ROCK_CONTEMPORARY
TRABOJC128F931B681,ROCK_HARD
TRABOKX128F42981EC,BLUES_CONTEMPORARY
TRABOWL128F427B697,POP_INDIE
TRABOWR128F14AEA7C,ROCK_CONTEMPORARY
TRABPAY128F428B181,POP_INDIE
TRABPMM128F425BEBA,ROCK_CONTEMPORARY
TRABPNC128F92CC869,ROCK_CONTEMPORARY
TRABQDS128F93471C0,POP_INDIE
TRABQED128F425AEAF,DANCE
TRABQII12903CDBAFE,ROCK_HARD
TRABQJT128F145F172,BLUES_CONTEMPORARY
TRABQKT128F931C1C2,POP_INDIE
TRABQUM12903C9A618,ROCK_HARD
TRABQVF128E0787874,COUNTRY_TRADITIONAL
TRABQVM128F92F7544,JAZZ_CLASSIC
TRABQYN128F14ADBCF,ROCK_CONTEMPORARY
TRABRFP128F42B7B7A,ROCK_CONTEMPORARY
TRABRGV128E07999DF,BLUES_CONTEMPORARY
TRABRHL128F4274DB0,ROCK_CONTEMPORARY
TRABRMJ128E0780E42,METAL_ALTERNATIVE
TRABRVU128EF342D09,ROCK_CONTEMPORARY
TRABSBK128F4292BB0,COUNTRY_TRADITIONAL
TRABSTP128F4252E01,HIP_HOP_RAP
TRABTAB128F9310BAB,METAL_ALTERNATIVE
TRABTDB128F9305BCB,ROCK_CONTEMPORARY
TRABTKP128F14B144F,ROCK_COLLEGE
TRABTNT128F9315009,COUNTRY_TRADITIONAL
TRABTNW128F93224D3,HIP_HOP_RAP
TRABTQB128F42269BD,DANCE
TRABTUK128F4232E52,POP_INDIE
TRABTVP128F9322DD3,ROCK_CONTEMPORARY
TRABUAU128F42B6DFB,HIP_HOP_RAP
TRABUEB12903CC49BE,JAZZ_CLASSIC
TRABUEG12903CF57FD,ROCK_CONTEMPORARY
TRABUFB12903CFE0F9,ROCK_HARD
TRABUHG128F429FF0A,ROCK_CONTEMPORARY
TRABUHN128F4221EEE,ROCK_CONTEMPORARY
TRABUWT128F4242FD2,POP_INDIE
TRABVQL128F148AB17,JAZZ_CLASSIC
TRABWPL12903D05EA6,POP_INDIE
TRABWRC128F93031AE,COUNTRY_TRADITIONAL
TRABWRV12903CD5FCF,DANCE
TRABWRY128F92D24CE,POP_INDIE
TRABXBI128F933D661,POP_INDIE
TRABXHU128F147EDE9,BLUES_CONTEMPORARY
TRABXJO12903CF0E6F,JAZZ_CLASSIC
TRABYCO128F4271180,COUNTRY_TRADITIONAL
TRABYEY128F933773A,ELECTRONICA
TRABZMD12903CE2EC2,COUNTRY_TRADITIONAL
TRABZMU128F148643C,ROCK_NEO_PSYCHEDELIA
TRABZOP128F9316E24,ROCK_CONTEMPORARY
TRABZSO128F9325A05,ROCK_HARD
TRACAJY128F92CB794,METAL_DEATH
TRACALZ12903CDCFBB,ROCK_COLLEGE
TRACAOG128F42A834C,ROCK_CONTEMPORARY
TRACAOS128F429063A,POP_INDIE
TRACATO128F421F260,ROCK_COLLEGE
TRACBEL128F92E42B3,ROCK_HARD
TRACBHR12903CA7C2B,METAL_DEATH
TRACBIP12903CFD91C,BLUES_CONTEMPORARY
TRACBPI12903CFE360,POP_INDIE
TRACBTI12903CF6F9E,BLUES_CONTEMPORARY
TRACBTP12903CE5B86,BLUES_CONTEMPORARY
TRACBUY128F1479245,HIP_HOP_RAP
TRACBWI128F423F5AE,DANCE
TRACBWX128F92FD725,DANCE
TRACBZM12903CB264F,ROCK_CONTEMPORARY
TRACCBV128F428EA22,JAZZ_CLASSIC
TRACCCN128F14AEB01,POP_INDIE
TRACCCQ12903CDCAEA,ROCK_HARD
TRACCDW128F4253086,POP_INDIE
TRACCEJ128F93257ED,POP_INDIE
TRACCKI128F425E63E,ROCK_CONTEMPORARY
TRACCKS128F42B77AE,HIP_HOP_RAP
TRACCOK128F932AF52,COUNTRY_TRADITIONAL
TRACCSW128F148C7C3,HIP_HOP_RAP
TRACCVS12903D014F8,POP_INDIE
TRACCVV128F428B732,POP_INDIE
TRACCYB128F930BA98,ROCK_CONTEMPORARY
TRACDAE128F933B3E4,JAZZ_CLASSIC
TRACDAS128F92D7304,COUNTRY_TRADITIONAL
TRACDEO128F92FE3D0,BLUES_CONTEMPORARY
TRACDRB128F93617EE,POP_INDIE
TRACDSI128F425C0B4,BLUES_CONTEMPORARY
TRACEHO128F1488CEA,POP_INDIE
TRACEOO128F92CE318,ROCK_HARD
TRACEPD128F429B0CB,POP_INDIE
TRACESC128F930481E,POP_INDIE
TRACETS128F9313A75,ROCK_CONTEMPORARY
TRACEUZ12903CD770A,ROCK_HARD
TRACEWM128F931E7C8,ROCK_HARD
TRACEYZ128F424D66A,ROCK_CONTEMPORARY
TRACEZP128F42955C7,ROCK_CONTEMPORARY
TRACFDC128F147F1C6,ROCK_HARD
TRACFDS12903CE7CC6,ROCK_HARD
TRACFFG128F14659E4,BLUES_CONTEMPORARY
TRACFHE128F426180E,HIP_HOP_RAP
TRACFLK128F4269E91,COUNTRY_TRADITIONAL
TRACFQR128E0793D87,ROCK_HARD
TRACGBE128F42A012F,ELECTRONICA
TRACGDN128F4267543,POP_INDIE
TRACGEI128F9343D35,COUNTRY_TRADITIONAL
TRACGKZ128F4256E19,DANCE
TRACGWD128F92F57DB,COUNTRY_TRADITIONAL
TRACGWP128F147ECB2,POP_INDIE
TRACHCC128F9334E5A,POP_INDIE
TRACHFR128F4263E07,ROCK_CONTEMPORARY
TRACHHH128E0788A35,HIP_HOP_RAP
TRACHHV128F932357F,COUNTRY_TRADITIONAL
TRACHMA128F4255F1A,POP_INDIE
TRACHQV128F425E21A,COUNTRY_TRADITIONAL
TRACHRV128F4214FB6,ROCK_HARD
TRACHYC128F92D7A96,POP_INDIE
TRACIEA128F92F8336,ROCK_HARD
TRACIXJ12903CA1FB0,ROCK_HARD
TRACJCU128F933F691,DANCE
TRACJEA128F1477DE9,COUNTRY_TRADITIONAL
TRACJHJ128F1489FAB,POP_INDIE
TRACJJC128F934AF55,METAL_ALTERNATIVE
TRACJMC128F930002A,JAZZ_CLASSIC
TRACJOD128F931D69F,POP_LATIN
TRACJTU12903CEB9BA,POP_INDIE
TRACKAP128F425B741,COUNTRY_TRADITIONAL
TRACKRZ128F14934AA,HIP_HOP_RAP
TRACKYB128F42AFEF4,ROCK_CONTEMPORARY
TRACLBD12903CECA9E,POP_INDIE
TRACLBE128F1485B63,ROCK_HARD
TRACLEC128F932DD60,DANCE
TRACLHK128F9326075,COUNTRY_TRADITIONAL
TRACLMW128F4290D29,POP_INDIE
TRACLQR128F92EBD76,COUNTRY_TRADITIONAL
TRACLTY128F4248487,ROCK_HARD
TRACMCX128F42655D5,POP_INDIE
TRACMHD128F931FB14,METAL_ALTERNATIVE
TRACMIU128F935381D,DANCE
TRACMMS128F930696B,BLUES_CONTEMPORARY
TRACMSK128F428FF9B,ROCK_CONTEMPORARY
TRACMTI128EF342A56,ROCK_CONTEMPORARY
TRACMWH128F423EF89,PUNK
TRACNDX128F427C263,POP_INDIE
TRACNVI128F4284635,DANCE
TRACNVZ128F427D3DB,DANCE
TRACNXS128F93395BA,ROCK_HARD
TRACNYI128F4291FE2,COUNTRY_TRADITIONAL
TRACOIW128F421C8DA,FOLK_INTERNATIONAL
TRACOON128F428B1B8,ROCK_CONTEMPORARY
TRACORA128F1463731,POP_INDIE
TRACOXO128F42774BE,ROCK_CONTEMPORARY
TRACPNW128F14666EB,JAZZ_CLASSIC
TRACPVI128F4263478,ROCK_COLLEGE
TRACQDA128F148BED9,BLUES_CONTEMPORARY
TRACQSA128E0783B71,POP_INDIE
TRACQYI128E0782E3D,ROCK_HARD
TRACRHI12903CF5B31,METAL_ALTERNATIVE
TRACRIA128F426DDE3,JAZZ_CLASSIC
TRACRJP128F931878A,PUNK
TRACRNT128F426FA27,COUNTRY_TRADITIONAL
TRACRRQ128F429CD09,DANCE
TRACRVJ128F14661D6,HIP_HOP_RAP
TRACRWJ128F9341B7E,POP_INDIE
TRACRYB128F428E993,DANCE
TRACSIR12903CE81A8,POP_INDIE
TRACSTJ128F92F2623,JAZZ_CLASSIC
TRACSYG128F4223227,HIP_HOP_RAP
TRACTBH128F422F31B,ROCK_HARD
TRACTEB128F4264605,DANCE
TRACTGL128F425BEFC,ROCK_CONTEMPORARY
TRACUBQ12903CF04F6,COUNTRY_TRADITIONAL
TRACUVF128F4250C51,HIP_HOP_RAP
TRACVCY128F92E742E,POP_INDIE
TRACVFQ128F149F00D,POP_INDIE
TRACVLU128F422B2F9,ROCK_HARD
TRACVNF12903CD471C,COUNTRY_TRADITIONAL
TRACVOL128F428B568,HIP_HOP_RAP
TRACWBT128F425A622,ROCK_CONTEMPORARY
TRACWHF128F14557BB,JAZZ_CLASSIC
TRACWOA12903CFD779,POP_INDIE
TRACWSK12903CA45E9,ROCK_COLLEGE
TRACWZP128F4261ED7,HIP_HOP_RAP
TRACXJN128E0791F95,BLUES_CONTEMPORARY
TRACXNY128F92DBB1D,DANCE
TRACXTK128F92CC024,BLUES_CONTEMPORARY
TRACXXH128F14A7A10,BLUES_CONTEMPORARY
TRACYBR128F93186D7,DANCE
TRACYEH12903CB25BD,COUNTRY_TRADITIONAL
TRACYHQ12903CCE804,ROCK_CONTEMPORARY
TRACYMH12903CA01DF,ROCK_HARD
TRACZEC128F933AF1D,DANCE
TRACZLD128F9300320,ROCK_HARD
TRACZOG12903CB2296,DANCE
TRACZWM128F92FE5F2,ROCK_HARD
TRADAAU128EF34DBE9,COUNTRY_TRADITIONAL
TRADABC128F4274FCC,ROCK_CONTEMPORARY
TRADAOM128F4263A78,ROCK_HARD
TRADATR128F931B299,DANCE
TRADBDO128F4276227,DANCE
TRADBLR128F9326214,ROCK_CONTEMPORARY
TRADBUP128EF354F6C,HIP_HOP_RAP
TRADCDD128F1494A23,BLUES_CONTEMPORARY
TRADCEE128F14ADB9E,POP_INDIE
TRADCIF128F9338278,ROCK_HARD
TRADCJE12903CF6EAD,ROCK_CONTEMPORARY
TRADCNP12903CFDBFA,POP_INDIE
TRADCRF128F933711E,ROCK_HARD
TRADCRJ128F428B8D1,ROCK_HARD
TRADCVS128F932D857,BLUES_CONTEMPORARY
TRADDET128F4244772,DANCE
TRADDLO128F4271BE8,BLUES_CONTEMPORARY
TRADDQI128F148CEFE,BLUES_CONTEMPORARY
TRADDYZ128F4298AAD,POP_LATIN
TRADEDI128F92D6635,COUNTRY_TRADITIONAL
TRADENX128F92FEE11,ROCK_COLLEGE
TRADEOL128F42923C4,HIP_HOP_RAP
TRADFAQ128F428AC13,ROCK_CONTEMPORARY
TRADFFZ12903CE500B,DANCE
TRADFHW128F92E34CF,ROCK_CONTEMPORARY
TRADFID128F4267231,ROCK_HARD
TRADFIU128F92E3651,COUNTRY_TRADITIONAL
TRADFJJ128F934857E,ROCK_CONTEMPORARY
TRADFLD12903CB3BD8,ROCK_COLLEGE
TRADFLH128F425E55A,JAZZ_CLASSIC
TRADGCT128F425A704,JAZZ_CLASSIC
TRADGHC128F4290213,ROCK_CONTEMPORARY
TRADGJI128F425A744,POP_INDIE
TRADGMP12903CC3800,ROCK_HARD
TRADHCI128F42793C4,ROCK_CONTEMPORARY
TRADHCP12903CE70E5,POP_INDIE
TRADHKH128F931694F,POP_INDIE
TRADHNE128F1497E4B,POP_INDIE
TRADHPE128F429FE9C,ROCK_CONTEMPORARY
TRADHWV128EF33DD3F,POP_INDIE
TRADIEP128F4216C67,ROCK_HARD
TRADIFK128F92D35D3,COUNTRY_TRADITIONAL
TRADIFS128F92F5AD3,ROCK_CONTEMPORARY
TRADIFU128F427207C,ROCK_CONTEMPORARY
TRADILR128F1497E51,COUNTRY_TRADITIONAL
TRADINL128F92E08FE,ROCK_HARD
TRADIZT12903CC64D7,POP_INDIE
TRADJKQ128F93262FC,JAZZ_CLASSIC
TRADJLV128F92F9684,ROCK_CONTEMPORARY
TRADJOJ128F1456F7D,BLUES_CONTEMPORARY
TRADJOZ12903CD3DB9,COUNTRY_TRADITIONAL
TRADKAK128F934D4A9,POP_INDIE
TRADKIF128F428A193,JAZZ_CLASSIC
TRADKLA128F93101FC,ROCK_HARD
TRADKWM128F422F3AB,ROCK_HARD
TRADLCT12903CA7DEE,HIP_HOP_RAP
TRADLCT12903CFB48E,ROCK_HARD
TRADLES12903CF2DEE,POP_INDIE
TRADLKW128F42277B1,ROCK_COLLEGE
TRADLNU128E07935F4,POP_INDIE
TRADLSK128F4264F8F,JAZZ_CLASSIC
TRADLZJ128F4269C50,ROCK_CONTEMPORARY
TRADMBK12903CBBFEB,JAZZ_CLASSIC
TRADMCH128E0784D99,METAL_ALTERNATIVE
TRADMEZ128F14AA21F,ROCK_HARD
TRADMHU128F148D1E4,FOLK_INTERNATIONAL
TRADMMC128F427E986,DANCE
TRADNHK128E0785452,POP_LATIN
TRADNJI128F14555DB,HIP_HOP_RAP
TRADNTU128F932B04A,JAZZ_CLASSIC
TRADNXE128F92C296B,ROCK_HARD
TRADOCN128EF3542DB,ROCK_CONTEMPORARY
TRADOLA12903CC67D2,COUNTRY_TRADITIONAL
TRADOWQ128F9340518,METAL_ALTERNATIVE
TRADOXA128F92D7F8D,POP_INDIE
TRADPBO128F930DC7A,DANCE
TRADPGI128F4244096,METAL_DEATH
TRADPKQ128F423CC69,BLUES_CONTEMPORARY
TRADPPX128E078B0BC,COUNTRY_TRADITIONAL
TRADPSL128F932B9F6,COUNTRY_TRADITIONAL
TRADPTG128F1498891,BLUES_CONTEMPORARY
TRADPTL128F4269094,ROCK_HARD
TRADQBQ128F935860B,POP_INDIE
TRADQLY128F92F0E1C,METAL_DEATH
TRADQNS128F424F866,ROCK_HARD
TRADQSY128F425BB59,ROCK_HARD
TRADQZN128F935581C,DANCE
TRADRJQ128F9333933,POP_INDIE
TRADRQK12903CAFE4F,BLUES_CONTEMPORARY
TRADRTA128F425E219,POP_INDIE
TRADRXC128F4230BE8,ROCK_CONTEMPORARY
TRADSAP128F42809DF,ROCK_HARD
TRADSFQ128F423EC26,JAZZ_CLASSIC
TRADSFY128F4272B74,BLUES_CONTEMPORARY
TRADSIP12903CE3B35,ROCK_CONTEMPORARY
TRADSQZ128F42707D7,COUNTRY_TRADITIONAL
TRADSTC128E079941D,POP_INDIE
TRADSUA128C7196C7C,METAL_ALTERNATIVE
TRADTBA128F92CA48F,ROCK_HARD
TRADTRQ128F42310B8,ROCK_HARD
TRADUDB128F42A61F9,ROCK_CONTEMPORARY
TRADUIM128F4275AAE,METAL_ALTERNATIVE
TRADUKH128F4256D1B,METAL_DEATH
TRADUKX128F4246C7C,METAL_ALTERNATIVE
TRADUMK128F931E994,COUNTRY_TRADITIONAL
TRADUML128F92C4842,HIP_HOP_RAP
TRADUUA128F42A1EC0,METAL_HEAVY
TRADUUD128F92F4013,METAL_ALTERNATIVE
TRADVCK128F92FE22E,COUNTRY_TRADITIONAL
TRADVDJ128F421B6E7,BLUES_CONTEMPORARY
TRADVJC128F4226B0C,ROCK_HARD
TRADVLK128F9300A4A,BLUES_CONTEMPORARY
TRADWAU128F145622F,COUNTRY_TRADITIONAL
TRADWEG128F427A518,COUNTRY_TRADITIONAL
TRADWLM128F42678B1,COUNTRY_TRADITIONAL
TRADWVW12903CF4303,ROCK_HARD
TRADXAF128F14A9EB3,POP_INDIE
TRADXXG128F424D807,POP_INDIE
TRADYBV128F92FC07F,DANCE
TRADYDU128F1484B2C,ROCK_CONTEMPORARY
TRADYKK12903D07753,COUNTRY_TRADITIONAL
TRADYRH128F423478E,ROCK_CONTEMPORARY
TRADZHN128E0784ED4,HIP_HOP_RAP
TRADZWK128F9303076,ROCK_HARD
TRADZYD128E078BE45,DANCE
TRAEABT128F931984D,BLUES_CONTEMPORARY
TRAEACB128F933BDEA,ROCK_HARD
TRAEAGD128F428248E,ROCK_HARD
TRAEAZV12903D0CBA6,ROCK_HARD
TRAEBHW12903CE6A74,COUNTRY_TRADITIONAL
TRAEBKD12903D00D5C,COUNTRY_TRADITIONAL
TRAEBKK128F934B104,METAL_DEATH
TRAECBK128F93441A6,ROCK_HARD
